29,Katerina Ivanovna,PERSON,0.232193604,0,0
29,Katerina Ivanovna,PERSON,0.326000661,-0.100000001,0.300000012
29,Katerina Ivanovna,PERSON,0.623164713,-0.100000001,2.299999952
29,Katerina Ivanovna,PERSON,0.180141494,0,0.100000001
29,Katerina Ivanovna,PERSON,0.243292183,0,0
29,Katerina Ivanovna,PERSON,0.171634808,0,0.200000003
29,Katerina Ivanovna,PERSON,0.016574496,0.300000012,0.300000012
30,Katerina Ivanovna,PERSON,0.700513422,0,1.100000024
30,Katerina Ivanovna,PERSON,0.013669351,0,0.100000001
30,Katerina Ivanovna,PERSON,0.800645947,-0.100000001,0.400000006
30,Katerina Ivanovna,PERSON,0.064093277,-0.100000001,0.100000001
30,Katerina Ivanovna,PERSON,0.093276739,0,0.300000012
30,Katerina Ivanovna,PERSON,0.167687416,-0.100000001,0.100000001
30,Katerina Ivanovna,PERSON,0.048450224,-0.200000003,0.200000003
30,Katerina Ivanovna,PERSON,0.148194417,-0.100000001,0.100000001
30,Katerina Ivanovna,PERSON,0.622533083,0,0.100000001
30,Katerina Ivanovna,PERSON,0.039095562,0,0.400000006
30,Katerina Ivanovna,PERSON,0.028969653,0.100000001,0.100000001
30,Katerina Ivanovna,PERSON,0.931330502,-0.5,1.600000024
30,Katerina Ivanovna,PERSON,0.011489352,-0.100000001,0.5
30,Katerina Ivanovna,PERSON,0.021019852,0,0
30,Katerina Ivanovna,PERSON,0.003628256,-0.400000006,0.400000006
30,Katerina Ivanovna,PERSON,0.011648335,-0.300000012,0.699999988
30,Katerina Ivanovna,PERSON,0.279522657,0,0.200000003
30,Katerina Ivanovna,PERSON,0.52099216,0,0.400000006
31,Katerina Ivanovna,PERSON,0.000964762,0.100000001,0.100000001
31,Katerina Ivanovna,PERSON,0.179297969,0,0
31,Katerina Ivanovna,PERSON,1,0,0
31,Katerina Ivanovna,PERSON,1,0,0.200000003
31,Katerina Ivanovna,PERSON,0.026392892,0,0
31,Katerina Ivanovna,PERSON,0.063048027,-0.100000001,0.100000001
32,Katerina Ivanovna,PERSON,0.316804647,0,0.100000001
32,Katerina Ivanovna,PERSON,0.074051499,-0.100000001,0.100000001
32,Katerina Ivanovna,PERSON,0.8123312,-0.100000001,0.400000006
32,Katerina Ivanovna,PERSON,0.243315458,-0.100000001,4.699999809
32,Katerina Ivanovna,PERSON,0.003189424,0.200000003,0.200000003
32,Katerina Ivanovna,PERSON,0.065498091,0,0
32,Katerina Ivanovna,PERSON,0.017451011,0.300000012,0.699999988
32,Katerina Ivanovna,PERSON,0.477779835,0,0.200000003
32,Katerina Ivanovna,PERSON,0.05122631,0,0
32,Katerina Ivanovna,PERSON,0.219959915,-0.200000003,0.600000024
32,Katerina Ivanovna,PERSON,0.794523001,0,0
32,Katerina Ivanovna,PERSON,0.36825943,0.200000003,1
32,Katerina Ivanovna,PERSON,0.567555249,0.100000001,0.800000012
32,Katerina Ivanovna,PERSON,0.103353821,0,0
33,Katerina Ivanovna,PERSON,0.021392407,0,0
33,Katerina Ivanovna,PERSON,0.056437869,0,0
33,Katerina Ivanovna,PERSON,0.040330414,0,0.200000003
33,Katerina Ivanovna,PERSON,0.245390132,0,0
35,Katerina Ivanovna,PERSON,0.018933961,0,0
36,Katerina Ivanovna,PERSON,0.274444431,0,0
37,Katerina Ivanovna,PERSON,0.006758429,0.200000003,0.200000003
38,Katerina Ivanovna,PERSON,0.007992569,0,0
35,Katia,LOCATION,0.227775857,0,0
35,Katia,PERSON,0.339523792,0,0.200000003
35,Katia,PERSON,0.029927291,-0.200000003,0.400000006
38,Katia,PERSON,0.108617745,0,0
38,Katia,EVENT,1,0,0
38,Katia,LOCATION,0.029801892,0.100000001,0.100000001
11,Kobelev,PERSON,0.553462744,0,0.100000001
8,Koch,PERSON,0.017388191,0.400000006,0.400000006
8,Koch,PERSON,0.572882414,0,0.100000001
8,Koch,PERSON,0.886408806,-0.100000001,0.200000003
8,Koch,PERSON,0.600489497,0,0.100000001
8,Koch,PERSON,0.072995439,-0.300000012,0.300000012
9,Koch,PERSON,0.00613292,0,0
9,Koch,PERSON,0.381704807,0,0.600000024
12,Koch,PERSON,0.0092456,0.100000001,0.100000001
12,Koch,PERSON,0.001886551,0,0
12,Koch,PERSON,0.530095696,0,0.200000003
12,Koch,PERSON,0.002935191,0,0
12,Koch,PERSON,0.015652359,0,0
12,Koch,PERSON,0.050030779,0.300000012,0.300000012
12,Koch,PERSON,0.16547288,0,0
12,Koch,PERSON,0.030505635,-0.200000003,0.200000003
12,Koch,PERSON,0.189142719,-0.100000001,0.300000012
12,Koch,PERSON,0.006192676,0,0
13,Koch,PERSON,0.226428166,0,0
12,Kolomensky,LOCATION,0.000508434,0,0
12,Kolomensky,LOCATION,0.014368295,0,0
15,Kolya,PERSON,0.008024998,0.200000003,0.200000003
29,Kolya,PERSON,0.002032429,-0.100000001,0.100000001
32,Kolya,PERSON,0.002069718,-0.300000012,0.600000024
32,Kolya,PERSON,0.002515706,0.5,0.5
32,Kolya,PERSON,0.041323345,-0.300000012,1
32,Kolya,PERSON,0.046066884,0.100000001,0.100000001
32,Kolya,PERSON,0.006038248,0.400000006,0.400000006
32,Kolya,PERSON,0.029804371,0,0
32,Kolya,PERSON,0.065896243,-0.100000001,0.100000001
32,Kolya,PERSON,0.022412881,0,0
32,Kolya,PERSON,0.053556316,0.100000001,0.100000001
32,Kolya,PERSON,0.023177898,0,0
32,Kolya,PERSON,0.004672711,-0.200000003,0.200000003
3,Kozel,PERSON,0.011539593,0.100000001,0.100000001
3,Kozel,PERSON,0.003609403,0.100000001,0.100000001
15,Kozel,PERSON,0.043834746,0.100000001,0.100000001
15,Kozel,PERSON,0.037556648,0.200000003,0.200000003
15,Kozel,PERSON,0.33010602,0,0
11,Krestovsky Island,LOCATION,0.011191983,0,0
33,Krestovsky Island,LOCATION,0.001220775,-0.100000001,0.100000001
12,Kryukov,PERSON,0.268203974,0,0.200000003
20,Lazarus,PERSON,0.462546885,0,0
25,Lazarus,PERSON,0.333966285,0,0
25,Lazarus,PERSON,0.224249721,0,0
25,Lazarus,PERSON,0.37460205,0,0
25,Lazarus,PERSON,0.247407362,-0.100000001,0.100000001
25,Lazarus of Bethany,PERSON,0.183562845,-0.100000001,0.100000001
3,Lebeziatnikov,PERSON,0.011191431,0,0.100000001
3,Lebeziatnikov,PERSON,0.04069769,0,0.100000001
3,Lebeziatnikov,PERSON,0.116014637,0,0.200000003
3,Lebeziatnikov,PERSON,0.007073386,-0.100000001,1.100000024
3,Lebeziatnikov,PERSON,0.008277761,0,0
13,Lebeziatnikov,OTHER,0.750454307,0,0
15,Lebeziatnikov,PERSON,0.111815318,-0.100000001,0.400000006
28,Lebeziatnikov,PERSON,0.033352889,-0.100000001,0.100000001
28,Lebeziatnikov,PERSON,0.215383857,0,0.600000024
28,Lebeziatnikov,PERSON,1,-0.100000001,0.200000003
28,Lebeziatnikov,PERSON,0.442000985,-0.200000003,0.200000003
28,Lebeziatnikov,PERSON,0.176053151,0,0.100000001
28,Lebeziatnikov,PERSON,1,-0.800000012,0.800000012
28,Lebeziatnikov,PERSON,1,-0.699999988,0.699999988
28,Lebeziatnikov,PERSON,0.005476706,-0.100000001,0.100000001
28,Lebeziatnikov,OTHER,0.123061083,-0.200000003,0.200000003
28,Lebeziatnikov,PERSON,0.421610743,0.100000001,0.100000001
28,Lebeziatnikov,PERSON,0.593373835,0,1.600000024
28,Lebeziatnikov,OTHER,0.003392212,0,0
28,Lebeziatnikov,PERSON,0.241722018,0,0
28,Lebeziatnikov,PERSON,0.0963476,0.100000001,0.200000003
28,Lebeziatnikov,PERSON,0.677470267,0,0
28,Lebeziatnikov,OTHER,0.042966112,-0.200000003,0.200000003
28,Lebeziatnikov,PERSON,0.028979931,-0.200000003,0.400000006
28,Lebeziatnikov,PERSON,0.019654443,0,0.100000001
28,Lebeziatnikov,PERSON,0.041857012,0.100000001,0.300000012
29,Lebeziatnikov,PERSON,0.002186714,0,0
30,Lebeziatnikov,PERSON,0.019014724,0,0
30,Lebeziatnikov,PERSON,0.028621254,0,0
30,Lebeziatnikov,PERSON,0.421204865,0,2.5
30,Lebeziatnikov,PERSON,0.177434891,0,0
30,Lebeziatnikov,PERSON,0.509478033,-0.100000001,0.200000003
30,Lebeziatnikov,PERSON,0.007811301,0,0
30,Lebeziatnikov,PERSON,0.15134351,-0.100000001,0.200000003
30,Lebeziatnikov,OTHER,0.002363932,0,0
30,Lebeziatnikov,PERSON,0.65354234,0,0.300000012
30,Lebeziatnikov,PERSON,0.393402547,0.400000006,0.400000006
30,Lebeziatnikov,OTHER,0.023117607,0,0
30,Lebeziatnikov,PERSON,0.518714786,0,1.100000024
30,Lebeziatnikov,PERSON,0.35773775,-0.200000003,0.899999976
30,Lebeziatnikov,OTHER,0.034441572,0,0
30,Lebeziatnikov,PERSON,0.867581248,0,0.100000001
31,Lebeziatnikov,PERSON,0.093893163,0,0
31,Lebeziatnikov,PERSON,0.054687906,-0.100000001,0.100000001
31,Lebeziatnikov,PERSON,0.035582207,-0.100000001,0.300000012
31,Lebeziatnikov,PERSON,0.059035666,0,0
32,Lebeziatnikov,PERSON,1,-0.300000012,0.300000012
32,Lebeziatnikov,PERSON,0.470274627,0,0.300000012
32,Lebeziatnikov,PERSON,0.0382533,0.100000001,0.200000003
32,Lebeziatnikov,PERSON,0.161781341,0.100000001,0.100000001
32,Lebeziatnikov,PERSON,0.16013056,0,0
32,Lebeziatnikov,PERSON,0.002060871,-0.300000012,0.300000012
32,Lebeziatnikov,PERSON,0.202556327,0,0
32,Lebeziatnikov,OTHER,0.0413219,0,0
32,Lebeziatnikov,PERSON,0.0045684,0,0
32,Lebeziatnikov,PERSON,0.219548598,-0.100000001,0.100000001
32,Lebeziatnikov,PERSON,0.75320214,0,0
6,Lesser Neva,PERSON,0.004682315,0,0
15,Lida,PERSON,0.001102743,-0.100000001,0.100000001
15,Lida,PERSON,0.216760457,0,0.100000001
15,Lida,PERSON,0.587337673,0.100000001,0.5
15,Lida,PERSON,0.011409758,0.100000001,0.100000001
15,Lida,PERSON,0.283039212,0.400000006,0.400000006
15,Lida,PERSON,0.022521025,0.200000003,0.200000003
25,Lida,PERSON,0.003323916,-0.200000003,0.200000003
29,Lida,PERSON,0.009516918,-0.100000001,0.200000003
32,Lida,PERSON,0.006246194,0,0
32,Lida,PERSON,0.02551653,-0.100000001,0.699999988
32,Lida,PERSON,0.002517476,0.100000001,0.100000001
32,Lida,PERSON,0.000525104,0.100000001,0.100000001
32,Lida,PERSON,0.011515178,0.100000001,0.100000001
32,Lida,PERSON,0.144644573,0,0.100000001
32,Lida,PERSON,0.065896243,-0.100000001,0.100000001
32,Lida,PERSON,0.003112433,0,0
32,Lida,PERSON,0.053556316,0.100000001,0.100000001
32,Lida,PERSON,0.023177898,0.100000001,0.100000001
32,Lida,PERSON,0.006838538,-0.200000003,0.200000003
10,Little Neva,PERSON,0.210002959,0,0
2,Lizaveta,OTHER,0.286784887,0,0
6,Lizaveta,OTHER,0.004112397,0.100000001,0.400000006
6,Lizaveta,PERSON,0.872299612,0,0
6,Lizaveta,PERSON,1,0,0
6,Lizaveta,OTHER,0.005230607,0,0
7,Lizaveta,OTHER,0.079808787,0,0
7,Lizaveta,ORGANIZATION,0.009226977,0,0
7,Lizaveta,OTHER,0.060348116,0,0.100000001
7,Lizaveta,OTHER,0.102484696,0,0.400000006
7,Lizaveta,ORGANIZATION,0.002350412,0,0
8,Lizaveta,OTHER,0.084906973,0.100000001,0.5
8,Lizaveta,OTHER,0.003347071,0,0
12,Lizaveta,OTHER,0.296249092,0,0
12,Lizaveta,OTHER,0.761969328,0,0
12,Lizaveta,OTHER,0.549379647,0,0
14,Lizaveta,OTHER,0.020984828,0,0
14,Lizaveta,OTHER,0.376265943,0,0
25,Lizaveta,OTHER,0.003608701,0.600000024,0.600000024
25,Lizaveta,OTHER,1,0,0
25,Lizaveta,OTHER,1,0,0
25,Lizaveta,OTHER,1,0.100000001,0.100000001
25,Lizaveta,OTHER,0.843758345,0,0
25,Lizaveta,OTHER,0.367924303,0,0
25,Lizaveta,OTHER,0.015134067,0.100000001,0.100000001
25,Lizaveta,OTHER,1,0,0
25,Lizaveta,OTHER,0.007448537,-0.200000003,0.200000003
25,Lizaveta,OTHER,0.06871435,0.100000001,0.100000001
25,Lizaveta,OTHER,0.230341539,0,0
25,Lizaveta,OTHER,0.017880686,0,0
26,Lizaveta,OTHER,0.018953787,-0.200000003,0.200000003
31,Lizaveta,OTHER,0.00236652,-0.100000001,0.300000012
31,Lizaveta,OTHER,0.227965012,0,0
31,Lizaveta,OTHER,0.013303315,0,0.100000001
31,Lizaveta,OTHER,0.016554968,0,0.100000001
31,Lizaveta,OTHER,0.421170324,0.100000001,0.800000012
37,Lizaveta,OTHER,0.004673388,0,0
6,Lizaveta Ivanovna,PERSON,0.023742061,0,0
6,Lizaveta Ivanovna,WORK_OF_ART,0.151896387,0,0
8,Lizaveta Ivanovna,OTHER,0.147329986,0.800000012,1.600000024
12,Lizaveta Ivanovna,PERSON,0.002817553,-0.100000001,0.200000003
27,Lizaveta Ivanovna,PERSON,0.232679591,-0.300000012,0.600000024
4,Love Avdotya,PERSON,0.613979042,0,25.89999962
29,Ludwigovna,PERSON,0.004169987,0,0
29,Ludwigovna,PERSON,0.017082497,0,0
9,Luise Ivanovna,PERSON,0.257429868,0,0
9,Luise Ivanovna,PERSON,0.162285477,0,0
9,Luise Ivanovna,PERSON,0.571273029,0,0.400000006
11,Luise Ivanovna,PERSON,0.011240865,0,0.100000001
14,Luise Ivanovna,PERSON,0.047717448,0,0
15,Luise Ivanovna,PERSON,0.003866299,0,0
20,Lycurgus,PERSON,0.001947461,-0.100000001,0.100000001
20,Lycurgus,PERSON,0.009116133,0,0
26,Mack,PERSON,0.021535372,0.100000001,0.600000024
15,madam,PERSON,0.080459632,-0.200000003,0.200000003
15,madam,PERSON,0.166629478,-0.100000001,0.100000001
15,madam,PERSON,0.04922289,0.699999988,0.699999988
28,madam,PERSON,0.029294781,0,0
30,madam,PERSON,0.40490678,0,0
30,madam,PERSON,0.002097889,0.100000001,0.100000001
30,madam,PERSON,0.335728317,0.300000012,0.300000012
30,Madam,PERSON,0.253657877,0,0.400000006
32,madam,PERSON,0.421439976,0.100000001,0.100000001
22,Madam Prilukov,PERSON,0.021025473,0.100000001,0.100000001
37,Madame de Kapernaumov,ORGANIZATION,0.014357076,0,0
30,Madame Kobilatnikov,ORGANIZATION,0.004230218,0,0
13,Madame Lippevechsel,ORGANIZATION,0.005575428,0,0
15,Madame Lippevechsel,ORGANIZATION,0.014649879,0,0
15,Madame Lippevechsel,PERSON,0.079535849,0,0.100000001
28,Madame Lippevechsel,PERSON,0.01688515,0,0
29,Madame Lippevechsel,LOCATION,0.002865579,0,0
19,Madame Resslich,LOCATION,0.02339121,0.100000001,0.100000001
25,Madame Resslich,ORGANIZATION,0.033918392,0,0
32,Madame Resslich,PERSON,0.10872215,0.200000003,0.5
32,Madame Resslich,LOCATION,0.061302934,0,0
36,Madame Resslich,LOCATION,0.005662497,0,0
37,Madame Resslich,ORGANIZATION,0.008543808,-0.100000001,0.100000001
37,Madame Resslich,ORGANIZATION,0.006784027,0.200000003,0.200000003
28,Madeira,LOCATION,0.005240265,0,0
29,Madeira,LOCATION,0.026588403,-0.5,0.5
30,mademoiselle,PERSON,0.049297117,-0.100000001,1.799999952
30,mademoiselle,OTHER,0.013721073,-0.100000001,0.100000001
30,mademoiselle,OTHER,0.013350155,0,0
20,Mahomet,PERSON,0.001947461,-0.100000001,0.100000001
20,Mahomet,PERSON,0.007127587,0,0
20,Mahomet,PERSON,0.471641064,0,0.100000001
22,Malaya Vishera,LOCATION,0.014495677,0,0
29,Mangot,PERSON,0.014624396,0,0
4,Marfa,LOCATION,0.004389016,0,1.700000048
4,Marfa,PERSON,0.000360617,-0.600000024,1.200000048
5,Marfa,LOCATION,0.000456942,-0.300000012,0.300000012
17,Marfa,LOCATION,0.08154536,0,0.100000001
17,Marfa,LOCATION,1,0,0
17,Marfa,LOCATION,0.101470359,0,0
18,Marfa,LOCATION,0.401451647,0,0
18,Marfa,LOCATION,1,0,0
18,Marfa,LOCATION,0.604904234,0,0
22,Marfa,LOCATION,0.0448456,0,0
22,Marfa,LOCATION,0.74071753,0,0
22,Marfa,LOCATION,0.046822723,-0.200000003,0.5
22,Marfa,LOCATION,0.029844817,-0.200000003,0.200000003
22,Marfa,LOCATION,0.012417058,0,0
22,Marfa,LOCATION,0.037625108,0.300000012,0.300000012
22,Marfa,LOCATION,0.010632385,0.100000001,0.300000012
22,Marfa,LOCATION,1,0,0
22,Marfa,LOCATION,0.718847692,0.100000001,0.100000001
22,Marfa,LOCATION,0.010417805,-0.100000001,0.699999988
22,Marfa,LOCATION,0.00650661,0,0
22,Marfa,LOCATION,0.023665942,0,0.5
22,Marfa,LOCATION,0.006955125,0.200000003,0.200000003
22,Marfa,LOCATION,0.487140298,0,0.100000001
23,Marfa,LOCATION,0.055613831,0,0.100000001
23,Marfa,LOCATION,0.703013957,0,0
23,Marfa,LOCATION,0.009037361,0,0
23,Marfa,LOCATION,0.007674969,0,0.200000003
23,Marfa,LOCATION,0.044712197,-0.200000003,0.400000006
23,Marfa,LOCATION,0.187708825,0,0.100000001
23,Marfa,LOCATION,0.004123164,0,0
23,Marfa,LOCATION,0.194207206,-0.100000001,0.300000012
24,Marfa,LOCATION,0.005978832,0,0
24,Marfa,LOCATION,0.015326143,0,0
24,Marfa,LOCATION,0.043092232,0,0
35,Marfa,LOCATION,0.041547228,0,0
35,Marfa,LOCATION,1,-0.100000001,0.100000001
35,Marfa,LOCATION,0.303733021,0,0
35,Marfa,LOCATION,0.007898913,0.300000012,0.300000012
36,Marfa,LOCATION,0.141058683,0,1
36,Marfa,PERSON,0.000740683,0,0
36,Marfa,LOCATION,0.01023865,0.100000001,0.600000024
36,Marfa,LOCATION,0.002624976,0,0
37,Marfa,LOCATION,0.125950456,0,0
37,Marfa,LOCATION,1,-0.100000001,0.100000001
18,Marfa Arkady,PERSON,0.30068326,-0.300000012,0.300000012
3,Marmeladov,PERSON,0.002578528,0.100000001,0.100000001
3,Marmeladov,PERSON,0.092048839,0,0.200000003
3,Marmeladov,PERSON,0.633557677,0,1.200000048
3,Marmeladov,PERSON,0.598396063,0,0
3,Marmeladov,PERSON,0.85572058,-0.200000003,1.299999952
3,Marmeladov,OTHER,0.001001499,-0.600000024,0.600000024
3,Marmeladov,PERSON,0.490116328,0,1.799999952
3,Marmeladov,PERSON,0.700630844,-0.100000001,0.5
3,Marmeladov,PERSON,0.639327049,0,5.699999809
3,Marmeladov,PERSON,0.622968256,0,0.100000001
3,Marmeladov,PERSON,0.459265411,0,0.5
3,Marmeladov,PERSON,0.729409456,0,0.100000001
3,Marmeladov,PERSON,0.733107507,0,0.100000001
3,Marmeladov,PERSON,0.296775699,0,0.100000001
3,Marmeladov,PERSON,0.007686472,0,0
3,Marmeladov,PERSON,0.001755923,0,0
3,Marmeladov,PERSON,0.198711947,0.100000001,0.100000001
3,Marmeladov,PERSON,0.094384,0,0.100000001
3,Marmeladov,PERSON,0.065458566,-0.100000001,0.5
5,Marmeladov,PERSON,0.180745408,0,0.100000001
15,Marmeladov,OTHER,0.217513353,0,0
15,Marmeladov,PERSON,0.012708001,0,0
15,Marmeladov,PERSON,0.014507366,0.100000001,0.100000001
15,Marmeladov,PERSON,0.378012359,0,0
15,Marmeladov,PERSON,0.452523053,0,0
15,Marmeladov,PERSON,0.001572394,0,0
15,Marmeladov,PERSON,1,0.400000006,0.400000006
15,Marmeladov,PERSON,0.695065022,0,0.5
19,Marmeladov,PERSON,0.19621481,-0.100000001,0.300000012
29,Marmeladov,PERSON,0.016200608,-0.400000006,0.400000006
29,Marmeladov,PERSON,0.01149343,0,0
29,Marmeladov,PERSON,0.012865947,0,0
30,Marmeladov,PERSON,0.003112634,0,0.100000001
30,Marmeladov,PERSON,0.027541842,0,0
32,Marmeladov,PERSON,0.001544381,0,0
6,Marmeladovs,PERSON,0.001416672,0,0
25,Martha,PERSON,0.058374368,0.100000001,0.100000001
25,Martha,PERSON,0.394879133,0,0
25,Martha,PERSON,0.34198004,0,0
25,Martha,PERSON,0.864839375,0.100000001,0.100000001
25,Martha,PERSON,0.196625009,0,0
25,Mary,PERSON,0.053724524,0.100000001,0.100000001
25,Mary,PERSON,0.028156392,0,0
25,Mary,PERSON,0.1278072,0,0
25,Mary,PERSON,0.065184876,0,0
21,Master,OTHER,0.06219082,-0.100000001,0.100000001
5,Missy,PERSON,0.399163187,0,0
5,missy,PERSON,0.106896125,-0.300000012,0.300000012
5,missy,PERSON,0.077473059,0,0
5,Missy,PERSON,0.020239774,0,0
8,Mitka,OTHER,1,0.200000003,1.100000024
27,Mitka,ORGANIZATION,0.243655637,0,0
27,Mitka,OTHER,0.209354058,-0.400000006,0.400000006
27,Mitka,ORGANIZATION,0.034425221,0,0
19,Mitrofanievsky,OTHER,0.014063276,0.200000003,0.200000003
4,My dear Rodion,WORK_OF_ART,0.000575456,-0.100000001,0.100000001
4,Nastasya,PERSON,0.057919741,0.100000001,0.600000024
4,Nastasya,PERSON,0.038666181,0.100000001,0.100000001
4,Nastasya,PERSON,0.21832107,0,0
4,Nastasya,PERSON,0.390960127,0,0
4,Nastasya,PERSON,0.718415141,0,0.200000003
4,Nastasya,PERSON,0.31705299,0,0
4,Nastasya,PERSON,0.024336578,0.300000012,0.300000012
6,Nastasya,PERSON,0.001416672,0,0
7,Nastasya,PERSON,0.543496907,-0.200000003,0.699999988
7,Nastasya,PERSON,1,-0.100000001,0.100000001
7,Nastasya,PERSON,1,0.200000003,0.200000003
7,Nastasya,PERSON,0.566135943,0.200000003,0.5
7,Nastasya,PERSON,0.627523065,-0.100000001,0.400000006
7,Nastasya,PERSON,0.076617286,0,0
7,Nastasya,PERSON,0.165529341,0,0.200000003
9,Nastasya,PERSON,0.348571479,-0.200000003,0.400000006
9,Nastasya,PERSON,0.455436289,-0.100000001,0.899999976
9,Nastasya,PERSON,0.030228961,0.100000001,0.100000001
9,Nastasya,PERSON,0.726445496,0,0.200000003
9,Nastasya,PERSON,0.622297883,0,0.300000012
9,Nastasya,PERSON,0.113508977,0,0
9,Nastasya,PERSON,0.852264941,0,0
9,Nastasya,PERSON,0.032348767,0.400000006,0.400000006
10,Nastasya,PERSON,0.198858708,0,0
10,Nastasya,PERSON,0.102895595,0.100000001,0.300000012
10,Nastasya,OTHER,0.949875951,0.100000001,0.100000001
10,Nastasya,PERSON,0.757618248,-0.200000003,0.699999988
10,Nastasya,PERSON,0.798208714,0,0
10,Nastasya,PERSON,1,0,0
10,Nastasya,PERSON,0.174714223,0.100000001,0.100000001
10,Nastasya,PERSON,0.111024015,0,0
11,Nastasya,PERSON,0.011893355,0.200000003,0.200000003
11,Nastasya,PERSON,0.441233158,0,0.100000001
11,Nastasya,PERSON,0.601312995,0,0
11,Nastasya,PERSON,1,0,0
11,Nastasya,PERSON,0.446714193,0,0
11,Nastasya,PERSON,0.499971539,0,0.100000001
11,Nastasya,PERSON,0.369062632,0,0
11,Nastasya,PERSON,0.378555268,0,0.100000001
11,Nastasya,PERSON,0.57060492,0.100000001,0.100000001
11,Nastasya,PERSON,0.276030928,0,0
11,Nastasya,PERSON,0.090059862,0.200000003,0.899999976
11,Nastasya,PERSON,0.318117291,0,0
11,Nastasya,PERSON,0.012473887,0,0
11,Nastasya,PERSON,1,0.200000003,0.200000003
11,Nastasya,PERSON,0.887401581,0,0.100000001
11,Nastasya,PERSON,0.575125098,0.400000006,0.800000012
11,Nastasya,PERSON,0.020397715,0,0.100000001
11,Nastasya,PERSON,0.093268648,0,0.200000003
11,Nastasya,PERSON,0.211601228,0,0
11,Nastasya,PERSON,0.02110341,0,0
11,Nastasya,PERSON,0.004377819,0,0.100000001
11,Nastasya,PERSON,0.554750562,0,0.100000001
11,Nastasya,PERSON,1,0,0
11,Nastasya,PERSON,0.021077493,0,0
12,Nastasya,PERSON,0.56074369,0,0.100000001
12,Nastasya,PERSON,0.080864355,-0.400000006,0.400000006
13,Nastasya,PERSON,0.074748829,0,0
13,Nastasya,OTHER,0.054071166,0.200000003,0.200000003
13,Nastasya,OTHER,0.119781978,-0.100000001,0.100000001
13,Nastasya,PERSON,0.210363969,-0.100000001,0.100000001
14,Nastasya,PERSON,0.009187355,0,0.100000001
14,Nastasya,PERSON,0.123606212,0.200000003,0.400000006
15,Nastasya,PERSON,0.091873683,0,0
15,Nastasya,PERSON,0.134784728,0,0.100000001
15,Nastasya,PERSON,0.0075875,0,0
16,Nastasya,PERSON,0.026145671,0.100000001,0.100000001
16,Nastasya,PERSON,0.080558054,0.200000003,0.5
16,Nastasya,PERSON,0.063877247,0,0
16,Nastasya,PERSON,0.00183027,-0.100000001,0.100000001
16,Nastasya,PERSON,0.023298642,0.200000003,0.200000003
16,Nastasya,PERSON,0.349087119,0,0.100000001
17,Nastasya,PERSON,0.140423745,0.100000001,0.100000001
18,Nastasya,PERSON,0.039635506,0.100000001,0.100000001
18,Nastasya,OTHER,0.062744595,0,0
19,Nastasya,PERSON,0.012600932,0.800000012,0.800000012
21,Nastasya,PERSON,0.004986854,0,0
31,Nastasya,PERSON,0.013236363,0,0.300000012
33,Nastasya,PERSON,0.021463009,0,0
11,Nastasya Nikiforovna,PERSON,0.182718515,0,0
11,Natalya Yegorovna,PERSON,0.039683741,-0.100000001,0.200000003
3,Neva,PERSON,0.001665577,0,0
6,Neva,LOCATION,0.069976136,0.300000012,0.300000012
10,Neva,PERSON,0.134515867,0,0
10,Neva,PERSON,0.065795533,0,0
10,Neva,PERSON,0.012081061,0,0.100000001
32,Nevsky,PERSON,0.000972441,0,0
32,Nevsky,PERSON,0.016735302,0,0
11,Nikiforovna,PERSON,0.02773538,0,0
9,Nikodim Fomitch,ORGANIZATION,0.003292634,-0.100000001,0.100000001
9,Nikodim Fomitch,PERSON,0.230962336,0,0
9,Nikodim Fomitch,ORGANIZATION,0.085432298,0,0
9,Nikodim Fomitch,ORGANIZATION,0.00782562,0,0
9,Nikodim Fomitch,ORGANIZATION,0.017971572,0,0
9,Nikodim Fomitch,ORGANIZATION,0.497947335,-0.400000006,0.400000006
9,Nikodim Fomitch,ORGANIZATION,0.013859942,0.100000001,0.200000003
9,Nikodim Fomitch,PERSON,1,0.400000006,0.400000006
9,Nikodim Fomitch,PERSON,0.368570119,0,0
9,Nikodim Fomitch,ORGANIZATION,1,0,0
9,Nikodim Fomitch,ORGANIZATION,1,0,0
9,Nikodim Fomitch,ORGANIZATION,0.257038563,-0.100000001,0.100000001
9,Nikodim Fomitch,ORGANIZATION,0.005441965,0.100000001,0.100000001
11,Nikodim Fomitch,ORGANIZATION,0.006059145,0,0
11,Nikodim Fomitch,ORGANIZATION,0.011191983,0,0
15,Nikodim Fomitch,ORGANIZATION,0.054435875,0,0.100000001
15,Nikodim Fomitch,ORGANIZATION,0.152592257,0,0
20,Nikodim Fomitch,PERSON,0.41536507,0,0
20,Nikodim Fomitch,ORGANIZATION,0.016853739,0,0
10,Nikolaevsky Bridge,LOCATION,0.022210948,0,0
6,Nikolai,PERSON,0.343737066,0,0
6,Nikolai,PERSON,0.78161943,0,0.300000012
6,Nikolai,PERSON,0.408551067,0.100000001,0.5
6,Nikolai,PERSON,0.710958123,-0.100000001,0.699999988
6,Nikolai,PERSON,0.445568025,0,0.300000012
6,Nikolai,PERSON,0.109321609,0,0
6,Nikolai,PERSON,0.688067198,0,0.300000012
6,Nikolai,PERSON,0.593842089,-0.200000003,0.400000006
6,Nikolai,PERSON,0.448347867,-0.100000001,0.400000006
6,Nikolai,PERSON,0.58887887,0,0.300000012
